Age,Title,Review,Rating,Recommend,Positive Feedback Count,Department Name,Class Name,Review Length
35,Fun for fall,"This dress is so fun and very comfy! the slip it comes with pulls the whole dress together! it has been great for warm fall days, but i can see it being warn with leggings and boots into the winter. i love the combination of blocked deep colors along side of pastels. i'm 5'5"" and the length is just right, not too short.",5,1,2,Dresses,Dresses,333
54,Cute,Cute design for a casual top. however it was a little snug on the bust for a medium. i returned it,3,1,0,Tops,Knits,102
32,Great tee,I got this in the dark coral color. it is lovely. i'm taking it to hawaii!,5,1,0,Tops,Knits,83
33,New favorite peasant blouse!,"I took a leap and ordered this top in both colors. my style is bohemian and flowy so i knew this fit the bill. i purposely bought these blouses because i read the reviews and being a 16/36h, i knew i needed then to run on the larger side. i love both colorways equally, but that said, the blue and yellow pattern runs a whole size smaller than the brown patterned blouse. the fit and fabric even feel different! the blue and yellow is thicker and less flowy and fits exactly to my body instead of bei",5,1,0,Tops,Blouses,528
34,Nice fitting cords-bronze,"These cords are soft, comfy and my normal size 32 for tts. the length was fine for my 5'9 height. i really like the bronze color, it is almost a yellow.",5,1,0,Bottoms,Jeans,177
62,Flattering dress,"Soft, silky, lined in silky natural fabric, hangs great without being weighty. extremely flattering on my xl short body. i'm petite, but for tunic dresses always order regular sizes, so they go just a hint over my knees--exactly what i need. lovely details: sequins and weighted tassels. highly recommend!",5,1,0,Dresses,Dresses,321
40,Very cute!,I tried this dress on today and ended up buying it. its a thicker material and looks better in person. more red and white striped with an uneven hem. the back of the dress is a bit more like a swim suit. i probably is best for smaller chests. i'm guessing it runs a little bit big - as the medium fit nicely on me and lately i'm a large medium/small large.,5,1,4,Dresses,Dresses,366
31,Vest obsessed,"I'm in love, i'm in love, and i don't care who knows it. i bought this vest on a whim and i'm so glad i did. it's so soft and cozy. the medium brown color makes it highly versatile as well. i've tried the faux fur vests and they are too bulky for my taste, but this was not bulky at all. warm and hangs well. i am 5'5"", 135lbs, curvy/athletic frame and the small was just right. try this vest on...i promise you will be in love!",5,1,9,Jackets,Jackets,441
44,Perfect dress for anytime,"Based on the reviews of others, i ordered this dress a size larger than i usually wear and it fits perfect. i am an 8, so i got this in a 10. this is the perfect casual dress for pretty much anytime of the year -can be worn with sandals in the spring and summer, or boots in the winter.",5,1,0,Dresses,Dresses,311
61,Best fall tee!,"Works great on my 5'11"" frame.  is pretty and feminine.  great with skinny jeans and booties!",5,1,0,Tops,Knits,107
35,Caz wedding ensemble,"I bought this dress to wear to one of the upcoming events leading up to my wedding in mexico. it's the perfect mix of casual yet refined. as another reviewer mentioned, it is a bit tight through the bust, but luckily i wasn't blessed in that area. i would caution that there is absolutely no stretch to this dress. it's a true, straight shift. i'm going to rock it with turquoise and flats in mexico.",4,1,6,Dresses,Dresses,420
24,Easy breezy :),Gorgeous top! very beautiful and easy. can be dressed up for work or just worn with a pair of jeans. note the fabric is semi sheer so a nude bra or cami is a must with this but it's going to be fantastic for summer!,4,1,0,Tops,Blouses,229
39,"Nice fit, beautiful embroidery","I love the embroidery detailing on the top. i think this shirt looks better in person than online.

i'm an hourglass shape, and this loose style for shirts often tents out away from my chest, but this top drapes down nicely. however, loose shirts like this aren't my style, so i belt this at my waist, and it looks even better. the top flatters my broad shoulders (meaning that it doesn't make them look wider), and it hits below my hips (i'm 5'10""). i also appreciate that the armholes are small,",5,1,0,Tops,Knits,529
49,Not doing anything for me,"Well, this top just did not do anything for me - it's a very conservative style with the high neckline and blousy fit. you'd need to go a little lower in size if you want any of your figure to show through. i guess it might be good for a church function or some other conservative event, but it was too buttoned-up for my style. i also had a hard time getting it off even though the size i tried on was large for me. i didn't care for the feel of the fabric either, although the lace is nice.",3,0,1,Tops,Blouses,517
32,Gorgeous white summer tank,"I got this in white and was surprised to see that it fits me. i am very petite but with a 32d bust and purchased the xxs. this fit me perfectly! the fabric is soft and kind of silky, the straps were not too long, the hem hit just at my hip line. i am buying the other color!",5,1,0,Tops,Knits,300
67,Great dress,"I bought this dress as a consolation prize when another dress i wanted didn't suit me. i was shocked by how flattering it was, because on the hanger it was just ""meh"". the material is soft jersey, heathered, and it hangs well. it has a simple lining, but that doesn't interfere with the fit. it is a little low for my personal taste, so i wear a cami or scarf, but for those less well endowed, you'd probably be fine without one. for the record, i typically wear a 2-4, 125 pounds, 5'8, and 32 ddd br",5,1,0,Dresses,Dresses,511
34,Versatile great top,"I've worn this top with leggings and straight leg jeans. looks great with both. it's almost like a t shirt but not as clingy and way more style. i'm 5'3, 165 and the large fit great. it hid my leftover baby belly and still looked stylish with flats or boots. only complaintbis that the armholes are cut low, so side of my bra is visible. but overall it's well worth it!",5,1,0,Tops,Knits,388
40,Can't be worn as pictured,"Ah! i wanted to love this but without anything under it (as pictured), the petite sizing reveals way too much side boob. i am 5'3"" and a small b cup. i ordered an xs petite. it fits but there isn't enough material under the armpits. the fabric and design is great other than this flaw. sadly returning.",1,0,17,Bottoms,Pants,327
39,Too short in length and boxy for me,Just not my style. it is light and the color is lovely and summery. but the cut of the sweater just did not work at all for me. and it wasn't overly soft - though that wouldn't have mattered if it fit me better.,4,1,2,Tops,Fine gauge,246
42,Wanted to love,"This would have been a perfect jacket for a trip i'm taking, light weight and very stylish. however the jacket runs huge, the arms are long but it was the shoulders that were too big. i wear a size 8-10 mostly 10 in retailer clothes i ordered the large and the shoulder seam was about 2? past my natural shoulders. i won't return for a smaller size because the fabric being wool (i should have checked) its unbearably itchy esp around the neck, you could wear a long sleeve top and a scarf but then it",3,0,17,Tops,Sweaters,515
29,Not your mother's cardigan,Gorgeous! purchased in red; color is glowing if you have warm complexion/cool undertones.,5,1,0,Tops,Fine gauge,115
36,Subtly soft,"I purchased this in the light red, and love it!!! this top is so incredibly soft and ridiculously comfortable.  definitely worth buying.  the material is high quality and can easily shift from season to season.  wear alone with shorts and wedges for summer or put it over a long sleeve top,  or even a holding horses jean shirt with a pair of black leggings and boots for fall.  
absolutely love the softness and the consistency of the fabric.",5,1,2,Tops,Knits,455
37,Loved this for a wedding!,"This dress is a beautiful vibrant color and a classic fit and flare fit. it does seem to run a bit large, i am 5'0"" and 120 lbs. and wore a 2 petite. it fit nicely and was flattering but still a little roomy. 

i added a beaded belt to dress it up for my maid of honor duties and despite all the running around, dancing, hugging, buckling the brides shoes and holding my children the lace did not fray and the shape held up beautifully.",5,1,7,Dresses,Dresses,463
52,Pilcro is the best,"I loved the moss so much, had to go back to get the gold. these chinos look wonderful on. they can be dressed up with pumps and a blouse as well as dressed down with sneakers and a t-shirt. very versatile.",5,1,0,Bottoms,Pants,223
33,Cute and flowy,"I'm happy i bought this top. it's very cute and almost a little immature/childish, but with the right bottoms it looks classy. i found it to run large so i sized down one size and it fits good, though the straps can feel a little tight if it rides up. it washes beautifully. will probably not work on large chested women.",4,1,0,Tops,Blouses,335
42,Not as shown,"I was extremely disappointed when this arrived. it's nothing like the red color shown, rather it's a very dull reddish color. as other reviews have suggested, it is very thin and runs large. i have to return.",1,0,0,Dresses,Dresses,220
34,Lovely fabric but tiny hips,"If your hips are bigger than a size 6 us you can't fully close this robe. the model must be wearing the larger of the two sizes to have such a nice oversized fit. the fabric is soft and lux and amazing, but the weird dart in the back and the closure is right over my sadly size 8 hips and butt. if i was taller and thinner i would have kept this and worn it every day.",3,1,0,Intimate,Intimates,395
26,"Cute dress, muted color","Very flattering dress but i think the black is more of a washed out navy/black instead of a true black which made matching this with other black times (cardigan, tights,etc) difficult.",4,1,0,Dresses,Dresses,207
37,Classy,"I bought this jacket in the grey blue color and i absolutely love it. it is warm an sophisticated and versatile. i am 5'4"" and 160 lbs and the medium was good for me.",5,1,0,Tops,Sweaters,172
30,"Cute fit, love the pockets!","The only critique i have of this is that the zipper gets stuck at the waistband every time i try to zip it up (even when it's not on me - just trying to hang it up) the fabric is strange but really cool, and the fit is nice, although a little tiny bit big on me. i am 5'5"" with a 27"" waist and i got a size 2. the pockets are awesome!",4,1,1,Bottoms,Skirts,361
60,This jumper is perfect!,I saw this on line this morning and was hesitant to order one size smaller so decided to visit local anthopology store with fingers crossed they would have it in a size 4. i'm 5'5 130 and a size 6 usually in retailer clothing. not only was the size 4 perfect the fabric and quality are excellent. nice flowy pant legs and the top has a one button adjustment on the shoulder if you don't want it too low. either way worked for myself. dress up or down. this is a must!,5,1,1,Dresses,Dresses,490
36,Quirky and pretty,This flared skirt caught my attention the first time it came up in the website.  i am more a florals and lace kind of girl but the flattering shape and stripes kept me going back to it agin and again.  i finally saw it in person at my store and needed to try it on.  perfect! the colors are matte and not metallic as i thought based on the website photo.  you can definitely dress it down with a chambray too or t shirt.  i wore it to a work meeting and can't wait to wear it again.  it's a bit on th,5,1,0,Bottoms,Skirts,517
32,Several ways to wear,"I like how this jacket is very versatile. you can wear it to work, or play. it does have interesting detail on it, i kept it based on the price and those details. i have the olive color. the arms are a little tight.",3,1,0,Jackets,Jackets,235
39,Nice and feminine flowy top,"This top is not bmeant to be super fitted, it is flowy and ""romantic"". i have ordered the petite to decide which size to keep, but my usual xs was fine, wil ljsut compare length. i was also curious about hte smaller size, but didn't order it, so i wil lnever know.
the only color i saw in person is the black on, and it is calssic, so i went with it. shall wait for petite verdict!",5,1,11,Tops,Blouses,408
41,Cute summer tank!,"This is such a cute summer tank to wear with capris or shorts. it is loose fitting and while i normally prefer the petite sizing at 5'1, i got the 00 since i liked the longer length. i purchased the wine and navy colors and the neckline isn't too deep at all. love it!",5,1,8,Tops,Blouses,285
64,Perfect dress for me!,I needed a pink dress for a local breast cancer awareness luncheon. this is a perfect fit for the occasion!,5,1,3,Dresses,Dresses,128
36,Gooooorgeous,"These colors!!!  my cup of tea!  i love everything about this top, from the fit, to the raw edge of the neck trim. it does seem like it will wrinkle easily but i can manage that for its sheer beauty!",5,1,1,Tops,Blouses,211
54,Run really large.,"Hi, i bought this top in a couple of colors. i wear a 12/14 or xl. i bought these in a xl. they are huge. but i liked them well enough and returned them for larges and they fit beautifully.",4,1,0,Tops,Knits,206
66,Cozy lounger,"In the on-line picture this lightweight sweatshirt looked so inviting that i decided to order it. when it arrived, i could not believe how soft and comfortable it felt! it was equally comfortable on. the rayon, tencel and cotton content of the fabric created such a comfy feel, that this top is sure to be a favorite for a relaxing week-end or evening. i ordered the size 3 even though i usually order a small in most tops. this one seems to lend itself to the oversized look, and i was right about t",5,1,2,Tops,Knits,512
35,Modern swing,"This is a modern version of the peplum top and very flattering if you don't mind flowy cuts. the material has a nice heaviness to it, and i love the black pebbled effect. 34 d, 130 lbs fit small perfectly.",4,1,3,Tops,Knits,217
24,Cute but too large,"Bought this in an xs and i liked the style of the skirt. it was long enough to wear to work. 
however the waist was too large and would not stay up on my waist. returned.",4,1,0,Bottoms,Skirts,189
51,Comfortable and work appropriate,"The dress is exactly as pictured. i bought it for work and it is perfect. the lining is the entire length of the dress and it hits just at the knee.  i would say it is true to size, however it was a bit tight in my shoulders but i have very broad shoulders.  i received compliments all day and remarked to myself it was so comfortable it was like wearing pajamas!",5,1,1,Dresses,Dresses,395
39,Yep!,"Pretty much awesome... i tried it on in regualr size jsut to see, and i could almost get away with it... too bad i dind't try it on before hte 25% of f dresses... (also, i don't have an occasion to wear this).

length is midi, but since it is gathered, i could pull it up a little so it falls in the right spot on me.

color is very nice, overall sexy dress.

material is soft and comfortable, nothing wrong except i missed out on the sale! :-)",5,1,1,Dresses,Dresses,448
39,Tons of compliments,"Wore this to work and nearly everyone complimented me on it. very comfortable. lots of detailing. perfect for fall. pockets! i'm usually somewhere between a s and m but this piece was generously cut and a s was perfect. i debated ordering the petite, but actually the regular cut was the perfect length even though i'm only 5'4"".",5,1,0,Dresses,Dresses,348
39,Nice enough,"For a special occasion, but i didn't keep mine:

i ordered petite and it was short on me, too short for my comfort 
color is nice, rsty burgundy, i expected it a little more 'red""
fastening is a little more complicated, though you don't have to make it complicated, it has hooks at each end of the hole in the back,.

but: it is a nice cut, flattering to the silhouette, i might order a regualr size if i needed it. the body is structured, mateiral is not stiff, but also not soft. the arms is",4,1,0,Dresses,Dresses,510
58,"Excellent, but flowy","I bought this in a large, i'm normally an xl. it is a very large on the bottom. i really like that style so the extra fabric was good. i tried on the white and orange. the white is sheer and i didn't like the fabric as much. the orange way really cute though!",5,1,3,Tops,Blouses,279
37,Timeless staple in your closet,"I stumbled upon this vest in my local store and i'm so happy i did. i was looking for a classic staple that will be on trend but pass into classic season after season. i wore this with a black 3/4 sleeve top, dark skinny jeans and black booties....perfect look for most seasons in dallas. so happy about this purchase!",5,1,0,Tops,Sweaters,348
48,Gorgeous gorgeous gorgeous,"Beautiful piece! the model actually doesn't do this piece justice. it is stunning. a light, yet quality fabric that drapes effortlessly and ties comfortably. great with a white tee and sllm jeans. runs ever so slighty large, but i took my normal size (xs) and for the type of piece it is, it works.",5,1,0,Tops,Knits,324
39,Cute design,"Cute design. details on shoulder make the tshirt more special but it runs large so that kind of takes away from the styling. got it on super sale, so i'll keep it. maybe a wash will shrink it a bit...",4,1,0,Tops,Knits,211
50,Perfect sweater,This sweater is a must have for fall!! super comfy yet stylish fit make it fun to dress up or down. i plan on wearing it with leggings and high boots!,5,1,2,Tops,Sweaters,165
52,Super comfy shorts,Love these shorts - got 2 pairs on sale just because it's hard to find shorts that fit nicely and are comfy with a great length.,5,1,0,Bottoms,Shorts,146
37,Wow,I get the great reviews. these do for me what no jogger could. i have hips. i never thought these would work. they do and they look just as cool on me as the model. i am a 10-12. i could only find a 12 but i think a 10 would be perfect. they are effortlessly cool and casual...for all body types. i'm so excited i tried these on.,5,1,0,Bottoms,Pants,332
39,Cute sweater,Great addition to wardrobe ...have already worn a lot. soft and lightweight.,5,1,3,Tops,Knits,88
20,"Great, comfortable pants","The pants were true to size in the waist but they were a touch long for my 5'5"" 120 lbs frame (i got a size 0). they did stretch out a little during the day (i wore them about 10 hours), but not nearly as much as the other reviews led me to believe. however, they were a little loose on my legs when i first put them on, which i liked.",4,1,0,Bottoms,Pants,359
50,Interesting...,"I love the color and the design of this pant....looks very bohemian. it runs large and it has sort of a ""short"" inside of it that is made of a silky polyester...so, it's not as ""loose"" on the inside as you would think. this ""short"" is not a bad thing...but, it's something that is good to know. i love them and will definitely be wearing them very soon...",4,1,0,Bottoms,Pants,369
58,Lovely but...,"I thought i was getting this nice light weight white sweater but not the case.
it is a pretty heavy, nice thick cotton and beautiful made. it does run large. i got the small and love the oversize feel even on my 5'9"" frame. 
but - it is not white, it is beige, and it is not light weight. i have enough beige sweaters in this look so this one is going back, even though it was a great buy on sale.",3,1,0,Tops,Sweaters,412
30,Gorgeous versatile skirt,"I went to the retailer store to look for an outfit for a wedding. i tried on a lot of dresses and the staff was super helpful with pulling items and making recommendations. after trying on their pulls, i browsed the store for myself and found this skirt. it wasn't in my size but i tried it on anyway and paired it with several different tops recommended by staff. this skirt looks great with every top-black, cream, white, long sleeve, no sleeve, short sleeve. i thought i had to get it for the versat",5,1,0,Bottoms,Skirts,526
38,Super soft,"Great, really soft hoodie. i got an xxs petite and it's still a little big, but it works. i'm 5'1"", 95lbs.",5,1,0,Intimate,Lounge,116
34,Worth a shot!,"I walked right by this dress until an associate of mine asked me to try it on. i am so glad she did. this dress is far more flattering on me then i expected and it has pockets! after assessing it further, i decided i liked the material it is lined and will not make you look like a wrinkled up paper bag after sitting down. i bought a small, i compared the medium and both would work on my frame because of the tie waist. i am 5ft 3"" 137 lbs 36b chest and i have a proportionate athletic figure. for",5,1,13,Dresses,Dresses,512
31,Love this gorgeous top!,"I am a loyal retailer shopper, but find many items are hit or miss. this definitely is a hit especially in black! i am 5'4"" 125 lbs and 36ddd. i usually take a m or m petite in retailer tops. because this is flowy and long, a s petite fits perfectly. the style is one-of-a-kind, the lace is heavy and top quality, and when you try on the right size, it hits perfectly. the lavender is a dusty shade that won't work well in fall/winter. it would look wonderful in cranberry or forest green.",5,1,0,Tops,Knits,512
37,No support = lots of side boob,"This suit is so beautiful, and the quality is great. i wanted it to work out, but unfortunately my chest size is not compatible with this bathing suit. i am a 36c and there is zero support (which i assumed when i ordered it, but it was so lovely in the photo i had to give it a try). for those who have a smaller bust, or are more comfortable with a little sexy side profile, this may be perfect. i ordered the large, and the bottoms were a good fit. i am also very petite and the length was good one",4,1,1,Intimate,Swim,530
30,Pilcro jeans,"Overall, very nice pair of boyfriend style jeans. super comfy. i asked one of the in store stylist for help styling them- she was very helpful and showed me lots of possibilities for these pants. also good for a post-partum tummy :)",4,1,0,Bottoms,Jeans,244
23,"Lovely, unique and odd","I really wanted to love this dress. two lovely associates paired it with the desideria bib necklace and the black dakota cardigan, which gives the outfit definition and elegance. but the dress by itself would have needed altering to fit my 34-b top. i chose size m because of the length-- the small was 1 1/2 "" shorter in front (i am 5'8"") in the end, i realized i would probably choose my other favorites from my closet. but it will be stunning on the right person.",5,1,6,Dresses,Dresses,488
39,Adorable,"This seems like a simple tank, but the shape of it is super flattering. it kind of soles in at the seam, and the shoulders are just adorable and sexy at the same time. i love the detail in the straps, coloring is neutral enough, adn the fabric is very soft... i am glad i finally tried it on, jsut didn't want t pay full price, but broke down as sizes are selling out (smaller sizes, i am usually xs petite and that is gone, so is xxs, so went with xs). i am 115 lbs and 30dd for reference...",5,1,2,Tops,Knits,500
26,Great detail,"Purchased this dress in black and love it. there is so much detail in the crochet, and can be dressed up or down. i am contemplating buying the same dress in white!",5,1,0,Dresses,Dresses,176
36,Lovely!,"The design and quality are fantastic!
i had to order a little larger because of my bust and shoulders - it's still flattering though. can be dressed up or casual. i wish it came in more colors!",5,1,14,Dresses,Dresses,200
29,Runs small,The front of these is the leather looking material. the back is just a stretchy material. they are comfortable but they run very small. i consistently wear a 27 in this brand. i purchased that size but could barely get them up. definitely size up. i had to exchange. they are cute but i'm not sure they are worth full price. the quality is mediocre and i think you can buy faux leather pants for less at another store.,4,1,1,Bottoms,Jeans,428
62,Perfect size!,"I was looking for a pair of ankle jeans to wear with booties. i love my regular length paige hoxton jeans but they are too long me (5'4"" 120) if i want to wear booties. i decided to try the petite size and.... perfecto!!! just the right length and the rest of the fit was just like my other paige jeans. i love when you can count on sizing to stay true across styles.",5,1,0,Bottoms,Jeans,380
48,Adorable one piece,Seafolly is my favorite brand in swimwear. i've collected a few over the years. i was so happy to find this print. the little umbrellas are so cute and fun. i am normally a size 8 in seafolly and this one ran true to size.,5,1,0,Intimate,Swim,240
39,A must have,"In nature pilco fashion, these jeans are amazing. i wear them rolled down, they have a slight boot cut, but not overly. i am 5'10 and the bottoms fall right to my heel- meaning the hem doesn't drag on the ground-finally the perfect pair of jeans. they also do not stretch out and keep shape after wearin all day! highly recommend, although a little pricy for pilcro, worth the splurge.",5,1,2,Bottoms,Jeans,396
32,Love these! exactly what i was looking for,I love these shorts. i don't understand why they aren't sold out yet! they are buttery soft and fit great. i usually wear a size 26 and these are true to size. they are my go to run around shorts but because they are a dark wash so i feel like i can wear them out with a cute top to dinner even. love!!,5,1,1,Bottoms,Shorts,344
59,Love these!,"These pants are my new ""go to"" . i am 5'6"" 122# and the 25 fits perfectly. they do give a little. 

lots of colors to choose from. i have the washed blue and am thinking i need to get more colors!",5,1,0,Bottoms,Pants,209
70,Lovely embroidery,This garment has the most beautiful and detailed embroidery on the front and across the top of the back. i purchased this blouse in pale pink in a xs for my daughter-in-law who is an retailer fanatic. i am sure she will look stunning in it. my only negative would be the silver accent thread across the front is overkill.,5,1,0,Tops,Knits,338
39,Don't ignore this one,"When this dressed first debuted, i pretty much ignored it because i was not looking for a sleeveless maxi dress for fall. then i went on instagram and saw all the marvelous ways retailer employees were styling this. this can be worn as a long vest over jeans or a long sleeve maxi. and the rich autumn colors go well with boots and sweaters. add a wide leather belt when it's opened or closed, works great either way. when i bought my dara vegan leather moto in plum, i knew this would be an ideal pair",5,1,0,Dresses,Dresses,523
35,Classic jean,"Great fit and style. the color is perfect for spring, they have a nautical feel to them.",5,1,1,Bottoms,Jeans,100
41,"Beautiful dress, runs very large","Love this dress and so sorry it's not available in xxs. tried on today in store and the xs was very large in the upper body. i normally wear a 2-4, so this was surprising. if you happen to need probably size 6 or larger, you're in luck!",5,1,1,Dresses,Dresses,268
44,"Love these, so comfortable!","I usually wear stevie's in ag, but when i saw the prima was on sale i decided to give it a try and i""m so glad i did! they came today and i tried them on, i will say the rise feels a little higher than mid-rise, but it's so soft and stretchy i didn't really care. they're definitely skinny but with so much stretch they feel like a comfortable legging that doesn't fit quite so tightly. the color/wash is great too. for this price, these are awesome. i ordered a 29, same as my stevies and it fit per",5,1,2,Bottoms,Jeans,527
39,Great comfy basic,This skirt is perfect! it just pulls on and lays nice and smooth. the fabric is soft and just the right thickness and stretch. i wore it with black tights and knee high boots for new year's eve and had many compliments! it runs a tad big. i am about 130lb and the small fits great although a tad larger than i would have expected. i assume it might srink in the wash a little anyway. my new favorite!,5,1,1,Bottoms,Skirts,417
29,Stunning top,"This top is beautiful and special. the burnout velvet (so nice and soft), the flowers, the pretty metallic threads and even the back closures make it wonderful. i took my usual size 0. it is a bit more fitted on the bottom of the top (hip area) than i was expecting but not snug. i will wear this during the holidays and beyond! happy with my purchase and looking forward to wearing it!",5,1,0,Tops,Blouses,398
34,Perfect fit for gals with hips and hourglass shape,"I noticed half of the reviews on here were from women with a slim/straight and/or petite figure. fit-and-flare dresses simply will not work for you; it's the entire purpose behind the ""flare"" shape at the hip. it will be too large for women without wider hips.
-------------------------
that said, i found this perfect for me in every way. after having a baby, it's hard to find a dress that fits my more curvy shape where most of my weight fell on the hips and bust. i wish this dress was a tad long",5,1,5,Dresses,Dresses,550
40,"Great quality, perfect jeans!!","These jeans fit so well and are made of really high quality denim. soft and comfortable but not too much stretch...just enough. i'm short so i have to cuff them. i kinda wish they came in petite or ankle length, but they look cute cuffed too.",5,1,2,Bottoms,Jeans,272
42,Runs two sizes small,"Nice fit and color and i love the tall cuff but you will need to size up at least two sizes.  as the previous reviewer stated these jeans do run extremely small.  i usually wear a 27 ag in jeans, sometimes a 28 for the ag legging jeans but the 28 in these were still very tight all over, and uncomfortable.  i don't like my jeans skin tight so i had to go up to a size 29 but they fit and look great.  sizing definitely off on these.  i am 5'3"" 115# for reference.",5,1,3,Bottoms,Jeans,484
32,Beautiful dress,This is a beautiful dress. fits true to size. very flowy and comfortable. the color looks just like the pic.,5,1,0,Dresses,Dresses,123
47,Just as pictured,"I took the advice of the other reviewer and ordered a medium in this (32d, 31"" waist, 38.5"" hips) instead of my usual small. it fits perfectly--a tiny bit loose like on the model. i bought the beige. you need a camisole underneath but the layered effect is very pretty. it is a delicate material which is why i gave it 4 stars. i can't speak to the quality of it, but will definitely use a hand wash cycle and line dry it. very pleased.",4,1,1,Tops,Blouses,452
42,Great lbd for the winter,"Usually a m, ordered a s and sp. the sp fit well. comfortable/flattering. fit note: picture makes it look like nude lining is a lot shorter, it is not - this was true in both sizes. great holiday/nye party dress. i disagree fabric feels cheap, but hem off pattern/not even. worth it on sale but not full price.",4,1,0,Dresses,Dresses,334
26,Love it!,"As everyone said, the fabric weighs and therefore the romper is flowing gracefully. and it is real soft. you can wear it without bra. it looks so flattering but still feels so comfortable. it is the reason that i placed an order online and it is also the first piece out of the package that i paired with excitement and went out full of contentment. the only thing is that i received mine with the place where the two bands meet with the back broken. i had to sew them all together. it almost felt li",4,1,0,Dresses,Dresses,508
31,Make sure you handwash or dry clean only,"Luckily i bought this on sale... i now see the instructions online say to hand wash, but i bought mine in the store. the instructions on the tag said to wash delicate in cold water and tumble dry. i washed it in cold water and it shrunk to doll size.",1,0,2,Tops,Sweaters,290
48,Just average,"First of all, the label on this dress is maeve, not nue by shani. second, i just wasn't impressed. the fabric is cool...it has a sort of embossed look to it and it's somewhat shiny, which sets it apart in a good way. but the cut is just boring. the top felt dowdy to me...overall, i was underwhelmed by this dress and returned it.",3,0,8,Dresses,Dresses,342
56,Adorable,Love this tunic. i bought it in black and wore it with skinny jeans and flat black boots and received many compliments. can be dressed up for work or worn with distressed jeans on the weekend.,5,1,0,Tops,Blouses,200
25,Cute and fun!,The horizontal lines on the skirt and top gives the wearer and very nice dress. i am short so i got the 6 petite and it fits perfectly. the fabric is thick and stretchy.,5,1,0,Dresses,Dresses,182
34,Like wearing a hug,"This wrap is awesome. soft material, perfect length sleeves with thumb holes (!), and warm, great for layering.",5,1,0,Intimate,Lounge,129
26,"Cute top, but beware it shrinks!!","This top was quite voluminous when i purchased it and i sized down to an xs, however after hand washing it once in cold water it has shrunk significantly. it still fits, but something to be aware of.",3,1,4,Tops,Blouses,232
64,Nice fit,"I'm not usually a fan of ruffles, but this blouse has a very smooth and flowing, front. it's flattering and feminine without looking frilly. easy to dress up or down.",4,1,0,Tops,Knits,174
37,Perfect summer dress,"I love this dress! it is perfect for a wedding, brunch with friends, or even work. it is beautifully made and is comfortable. i have it in the yellow colorway, but i am tempted to go back and purchase it in the purple colorway as well.",5,1,0,Dresses,Dresses,255
34,Gorgeous & well-made,"I love this skirt! as a fan of different textures and pretty things, this piece exceeded my expectations! i am always a size 0 or 2 in retailer dresses and the 2 fits like a glove. the length is perfect - just above the knee. ever since i wore a valentino dress with a similar thick, neoprene material, i've adored the feel of it! everything feels firm and put together. the colors in this skirt are beautiful and the pattern is feminine and romantic. it will pair well with lots of different tops too!",5,1,0,Bottoms,Skirts,522
36,Gorgeous skirt!,"Like other reviewers noted, the pics don't do this skirt justice. it is truly beautiful with an intricate lace pattern and rich colors. can't wait to wear this to work!",5,1,1,Bottoms,Skirts,183
37,Huge!,The dress fits me like a tent and i looked pregnant. maybe this style isn't for me and i even sized down. otherwise the quality was lovely with an embroidered area on the top and the fabric style mixing was great and very trendy. it didn't work for me for the right person this is a very well made dress.,3,1,3,Dresses,Dresses,309
37,Another example of retailer quality going downhill..,These pants look nice and are comfortable but the quality of the fabric is terrible! i should not be surprised because i bought another pair of pants by this same label at antro earlier this year and they did not hold up at all either. but i thought i'd give it another shot. never again! i'm on my 5th wear and the crotch and inner thighs have worn away completely...i mean huge holes in the fabric where it's just disintegrated. even at extra % off the sale price it's not worth it. the full price,1,0,0,Bottoms,Pants,551
41,Love it,Very chic version of a turtleneck/tunic. material more substantial than i expected. ultimately it wasn't really flattering on my body type but otherwise i would absolutely recommend.,4,1,0,Tops,Fine gauge,189
33,Beautiful dress,This dress is a bit longer than photographed but i was totally ok with that. the skirt is also a bit fuller which makes the dress more formal. it's really well made and great material. i'm 5'6 123lb and bought a size 4.,5,1,0,Dresses,Dresses,234
34,So cute but design failure,I am usually a size o and ordered and xs ...due to the band in the center (not much give) it was a little difficult to shimmy over my hips but the body fit perfectly when i got passed that part. that being said the cup design is a hot mess. i am a b/c cup size and the top on this could not handle it. i felt fully exposed. i thought maybe if i went a size up i could get a little more coverage. the body felt ok on the small but the cups were still just too small. i still felt to exposed. they are,2,0,14,Intimate,Swim,525
43,Elegant comfort,"I bought this dress with my birthday gift and i do not regret it! it's so soft and feels like pure comfort but the details, little metal buttons down the front, the vent pleats on the side; make it feel special. i received many compliments and i would urge you to get this one if you are seeking comfort. it was pretty true to size and because i'm an average height i wore a small block heel with it.",5,1,14,Dresses,Dresses,415
58,Fun dress!,"Great little shift dress! for me it seemed to run true to size. i'm 5' 4.5"" and curvy. the regular size 10 fit perfect, about 3"" above the knee. a really fun design with the fringe. can't wait to wear once the snow is completely gone.",5,1,0,Dresses,Dresses,244
51,Tts apart from snug arms,"Bought this in cream in my usual xs/0, (5'7"", 32b, 115lbs). it is a very flattering summer weight cardi which will work well with jeans and maxi dresses this summer. i would point out however that the sleeves are very snug - if you don't have thin arms then you may have to consider sizing up. i stuck with the xs even though i had to carefully pull the arms on because the s was just a little looser in the back. the sleeves are meant to be form fitting but i think they have been designed a little",4,1,7,Tops,Knits,523
